00:00:05.000	-0.705	-0.025
00:00:05.002	-0.660	-0.030
00:00:05.004	-0.585	-0.040
00:00:05.006	-0.445	-0.050
00:00:05.008	-0.530	-0.070
00:00:05.010	-0.655	-0.085
00:00:05.012	-0.765	-0.100
00:00:05.014	-0.765	-0.110
00:00:05.016	-0.855	-0.115
00:00:05.018	-0.800	-0.110
00:00:05.020	-0.750	-0.095
00:00:05.022	-0.670	-0.075
00:00:05.024	-0.590	-0.055
00:00:05.026	-0.530	-0.040
00:00:05.028	-0.410	-0.025
00:00:05.030	-0.550	-0.025
00:00:05.032	-0.585	-0.030
00:00:05.034	-0.635	-0.040
00:00:05.036	-0.850	-0.055
00:00:05.038	-0.835	-0.070
00:00:05.040	-0.785	-0.080
00:00:05.042	-0.620	-0.085
00:00:05.044	-0.595	-0.080
00:00:05.046	-0.515	-0.065
00:00:05.048	-0.490	-0.045
00:00:05.050	-0.555	-0.025
00:00:05.052	-0.585	-0.010
00:00:05.054	-0.630	0.000
00:00:05.056	-0.765	0.005
00:00:05.058	-0.770	-0.005
00:00:05.060	-0.715	-0.015
00:00:05.062	-0.550	-0.035
00:00:05.064	-0.585	-0.050
00:00:05.066	-0.510	-0.065
00:00:05.068	-0.495	-0.070
00:00:05.070	-0.540	-0.070
00:00:05.072	-0.705	-0.065
00:00:05.074	-0.745	-0.055
00:00:05.076	-0.750	-0.045
00:00:05.078	-0.715	-0.035
00:00:05.080	-0.710	-0.035
00:00:05.082	-0.680	-0.040
00:00:05.084	-0.580	-0.050
00:00:05.086	-0.515	-0.060
00:00:05.088	-0.480	-0.075
00:00:05.090	-0.600	-0.085
00:00:05.092	-0.690	-0.090
00:00:05.094	-0.740	-0.090
00:00:05.096	-0.855	-0.085
00:00:05.098	-0.805	-0.070
00:00:05.100	-0.760	-0.060
00:00:05.102	-0.695	-0.045
00:00:05.104	-0.675	-0.030
00:00:05.106	-0.375	-0.025
00:00:05.108	-0.355	-0.025
00:00:05.110	-0.595	-0.025
00:00:05.112	-0.660	-0.030
00:00:05.114	-0.630	-0.040
00:00:05.116	-0.795	-0.045
00:00:05.118	-0.850	-0.050
00:00:05.120	-0.685	-0.050
00:00:05.122	-0.700	-0.050
00:00:05.124	-0.625	-0.040
00:00:05.126	-0.440	-0.030
00:00:05.128	-0.420	-0.015
00:00:05.130	-0.550	0.000
00:00:05.132	-0.650	0.015
00:00:05.134	-0.630	0.020
00:00:05.136	-0.700	0.025
00:00:05.138	-0.655	0.020
00:00:05.140	-0.605	0.010
00:00:05.142	-0.575	-0.005
00:00:05.144	-0.585	-0.020
00:00:05.146	-0.500	-0.035
00:00:05.148	-0.565	-0.045
00:00:05.150	-0.575	-0.050
00:00:05.152	-0.635	-0.050
00:00:05.154	-0.660	-0.040
