00:00:10.000	0.025	0.095
00:00:10.002	0.020	0.095
00:00:10.004	0.020	0.095
00:00:10.006	0.000	0.090
00:00:10.008	0.005	0.090
00:00:10.010	0.005	0.090
00:00:10.012	0.030	0.090
00:00:10.014	0.030	0.090
00:00:10.016	0.030	0.090
00:00:10.018	0.035	0.085
00:00:10.020	0.015	0.085
00:00:10.022	-0.010	0.080
00:00:10.024	-0.015	0.075
00:00:10.026	-0.005	0.070
00:00:10.028	-0.005	0.070
00:00:10.030	0.010	0.070
00:00:10.032	0.015	0.070
00:00:10.034	0.035	0.070
00:00:10.036	0.035	0.075
00:00:10.038	0.040	0.080
00:00:10.040	0.025	0.085
00:00:10.042	0.015	0.090
00:00:10.044	0.010	0.090
00:00:10.046	0.010	0.090
00:00:10.048	0.020	0.090
00:00:10.050	0.030	0.090
00:00:10.052	0.040	0.090
00:00:10.054	0.045	0.085
00:00:10.056	0.055	0.090
00:00:10.058	0.050	0.090
00:00:10.060	0.045	0.090
00:00:10.062	0.030	0.095
00:00:10.064	0.020	0.100
00:00:10.066	0.025	0.100
00:00:10.068	0.040	0.105
00:00:10.070	0.050	0.105
00:00:10.072	0.075	0.110
00:00:10.074	0.090	0.110
00:00:10.076	0.100	0.115
00:00:10.078	0.095	0.120
00:00:10.080	0.080	0.125
00:00:10.082	0.075	0.130
00:00:10.084	0.045	0.135
00:00:10.086	0.040	0.135
00:00:10.088	0.040	0.140
00:00:10.090	0.055	0.140
00:00:10.092	0.070	0.135
00:00:10.094	0.070	0.135
00:00:10.096	0.080	0.130
00:00:10.098	0.075	0.125
00:00:10.100	0.050	0.125
00:00:10.102	0.025	0.120
00:00:10.104	0.010	0.115
00:00:10.106	-0.005	0.110
00:00:10.108	0.000	0.105
00:00:10.110	0.005	0.095
00:00:10.112	0.000	0.090
00:00:10.114	0.005	0.080
00:00:10.116	0.010	0.070
00:00:10.118	0.010	0.060
00:00:10.120	-0.020	0.050
00:00:10.122	-0.030	0.045
00:00:10.124	-0.040	0.040
00:00:10.126	-0.050	0.040
00:00:10.128	-0.050	0.035
00:00:10.130	-0.040	0.035
00:00:10.132	-0.050	0.030
00:00:10.134	-0.035	0.025
00:00:10.136	-0.035	0.025
00:00:10.138	-0.040	0.020
00:00:10.140	-0.045	0.015
00:00:10.142	-0.050	0.010
00:00:10.144	-0.060	0.005
00:00:10.146	-0.075	0.005
00:00:10.148	-0.075	0.005
00:00:10.150	-0.075	0.000
00:00:10.152	-0.065	0.000
00:00:10.154	-0.060	-0.005
00:00:10.156	-0.050	-0.005
00:00:10.158	-0.060	-0.005
00:00:10.160	-0.065	-0.010
00:00:10.162	-0.085	-0.010
00:00:10.164	-0.085	-0.015
00:00:10.166	-0.095	-0.015
00:00:10.168	-0.090	-0.015
00:00:10.170	-0.070	-0.015
00:00:10.172	-0.075	-0.015
00:00:10.174	-0.075	-0.015
00:00:10.176	-0.070	-0.015
00:00:10.178	-0.060	-0.015
00:00:10.180	-0.070	-0.010
00:00:10.182	-0.075	-0.010
00:00:10.184	-0.090	-0.010
00:00:10.186	-0.100	-0.005
00:00:10.188	-0.085	-0.005
00:00:10.190	-0.080	-0.005
00:00:10.192	-0.085	-0.010
00:00:10.194	-0.075	-0.015
00:00:10.196	-0.075	-0.025
00:00:10.198	-0.095	-0.035
00:00:10.200	-0.120	-0.045
00:00:10.202	-0.125	-0.055
00:00:10.204	-0.145	-0.065
00:00:10.206	-0.170	-0.070
00:00:10.208	-0.155	-0.070
00:00:10.210	-0.145	-0.065
00:00:10.212	-0.115	-0.050
00:00:10.214	-0.070	-0.025
00:00:10.216	-0.005	0.010
00:00:10.218	0.060	0.060
00:00:10.220	0.080	0.125
00:00:10.222	0.135	0.200
00:00:10.224	0.215	0.290
00:00:10.226	0.285	0.385
00:00:10.228	0.410	0.480
00:00:10.230	0.550	0.565
00:00:10.232	0.650	0.630
00:00:10.234	0.685	0.675
00:00:10.236	0.675	0.690
00:00:10.238	0.615	0.670
00:00:10.240	0.535	0.620
00:00:10.242	0.440	0.535
00:00:10.244	0.330	0.430
00:00:10.246	0.230	0.310
00:00:10.248	0.105	0.190
00:00:10.250	-0.010	0.080
00:00:10.252	-0.130	-0.020
00:00:10.254	-0.205	-0.090
00:00:10.256	-0.225	-0.140
00:00:10.258	-0.210	-0.160
00:00:10.260	-0.195	-0.165
00:00:10.262	-0.190	-0.150
00:00:10.264	-0.165	-0.125
00:00:10.266	-0.150	-0.100
00:00:10.268	-0.120	-0.075
00:00:10.270	-0.095	-0.055
00:00:10.272	-0.080	-0.045
00:00:10.274	-0.080	-0.040
00:00:10.276	-0.075	-0.040
00:00:10.278	-0.075	-0.040
00:00:10.280	-0.105	-0.045
00:00:10.282	-0.110	-0.045
00:00:10.284	-0.115	-0.045
00:00:10.286	-0.120	-0.040
00:00:10.288	-0.100	-0.040
00:00:10.290	-0.085	-0.035
00:00:10.292	-0.085	-0.035
00:00:10.294	-0.080	-0.030
00:00:10.296	-0.085	-0.030
00:00:10.298	-0.100	-0.035
00:00:10.300	-0.105	-0.035
00:00:10.302	-0.115	-0.035
00:00:10.304	-0.115	-0.035
00:00:10.306	-0.115	-0.030
00:00:10.308	-0.105	-0.030
00:00:10.310	-0.100	-0.025
00:00:10.312	-0.095	-0.025
00:00:10.314	-0.085	-0.020
00:00:10.316	-0.075	-0.020
00:00:10.318	-0.085	-0.020
00:00:10.320	-0.100	-0.020
00:00:10.322	-0.090	-0.025
00:00:10.324	-0.105	-0.025
00:00:10.326	-0.100	-0.030
00:00:10.328	-0.090	-0.030
00:00:10.330	-0.075	-0.030
00:00:10.332	-0.065	-0.030
00:00:10.334	-0.060	-0.030
00:00:10.336	-0.065	-0.030
00:00:10.338	-0.075	-0.030
00:00:10.340	-0.090	-0.030
00:00:10.342	-0.095	-0.030
00:00:10.344	-0.095	-0.030
00:00:10.346	-0.095	-0.025
00:00:10.348	-0.080	-0.025
00:00:10.350	-0.075	-0.025
00:00:10.352	-0.075	-0.020
00:00:10.354	-0.055	-0.020
00:00:10.356	-0.055	-0.015
00:00:10.358	-0.065	-0.015
00:00:10.360	-0.075	-0.015
00:00:10.362	-0.080	-0.015
00:00:10.364	-0.085	-0.015
00:00:10.366	-0.085	-0.010
00:00:10.368	-0.055	-0.010
00:00:10.370	-0.040	-0.010
00:00:10.372	-0.050	-0.010
00:00:10.374	-0.055	-0.010
00:00:10.376	-0.050	-0.010
00:00:10.378	-0.055	-0.005
00:00:10.380	-0.065	0.000
00:00:10.382	-0.065	0.000
00:00:10.384	-0.060	0.005
00:00:10.386	-0.060	0.010
00:00:10.388	-0.035	0.015
00:00:10.390	-0.025	0.020
00:00:10.392	-0.030	0.020
00:00:10.394	-0.035	0.020
00:00:10.396	-0.040	0.020
00:00:10.398	-0.035	0.020
00:00:10.400	-0.025	0.020
00:00:10.402	-0.035	0.015
00:00:10.404	-0.040	0.015
00:00:10.406	-0.030	0.020
00:00:10.408	-0.025	0.025
00:00:10.410	-0.005	0.030
00:00:10.412	0.005	0.040
00:00:10.414	0.025	0.050
00:00:10.416	0.030	0.060
00:00:10.418	0.010	0.070
00:00:10.420	0.010	0.075
00:00:10.422	0.010	0.080
00:00:10.424	0.015	0.085
00:00:10.426	0.020	0.085
00:00:10.428	0.045	0.085
00:00:10.430	0.060	0.090
00:00:10.432	0.065	0.090
00:00:10.434	0.080	0.095
00:00:10.436	0.080	0.100
00:00:10.438	0.080	0.110
00:00:10.440	0.060	0.120
00:00:10.442	0.070	0.130
00:00:10.444	0.080	0.140
00:00:10.446	0.085	0.145
00:00:10.448	0.090	0.155
00:00:10.450	0.110	0.155
00:00:10.452	0.120	0.160
00:00:10.454	0.120	0.160
00:00:10.456	0.120	0.165
00:00:10.458	0.115	0.165
00:00:10.460	0.110	0.165
00:00:10.462	0.105	0.165
00:00:10.464	0.085	0.165
00:00:10.466	0.085	0.160
00:00:10.468	0.090	0.160
00:00:10.470	0.095	0.155
00:00:10.472	0.110	0.145
00:00:10.474	0.100	0.140
00:00:10.476	0.100	0.135
00:00:10.478	0.075	0.125
00:00:10.480	0.055	0.125
00:00:10.482	0.035	0.120
00:00:10.484	0.030	0.115
00:00:10.486	0.030	0.110
00:00:10.488	0.025	0.105
00:00:10.490	0.030	0.095
00:00:10.492	0.040	0.090
00:00:10.494	0.025	0.075
00:00:10.496	0.015	0.065
00:00:10.498	-0.020	0.055
00:00:10.500	-0.025	0.045
00:00:10.502	-0.050	0.035
00:00:10.504	-0.065	0.030
00:00:10.506	-0.065	0.025
00:00:10.508	-0.050	0.020
00:00:10.510	-0.040	0.020
00:00:10.512	-0.040	0.015
00:00:10.514	-0.045	0.010
00:00:10.516	-0.065	0.000
00:00:10.518	-0.090	-0.010
00:00:10.520	-0.120	-0.020
00:00:10.522	-0.110	-0.035
00:00:10.524	-0.130	-0.045
00:00:10.526	-0.135	-0.060
00:00:10.528	-0.140	-0.065
00:00:10.530	-0.140	-0.075
00:00:10.532	-0.130	-0.080
00:00:10.534	-0.110	-0.080
00:00:10.536	-0.125	-0.080
00:00:10.538	-0.140	-0.085
00:00:10.540	-0.150	-0.085
00:00:10.542	-0.150	-0.085
00:00:10.544	-0.165	-0.085
00:00:10.546	-0.150	-0.090
00:00:10.548	-0.145	-0.090
00:00:10.550	-0.145	-0.095
00:00:10.552	-0.135	-0.100
00:00:10.554	-0.125	-0.100
00:00:10.556	-0.140	-0.105
00:00:10.558	-0.155	-0.110
00:00:10.560	-0.160	-0.110
00:00:10.562	-0.170	-0.110
00:00:10.564	-0.160	-0.105
00:00:10.566	-0.165	-0.100
00:00:10.568	-0.155	-0.095
00:00:10.570	-0.145	-0.095
00:00:10.572	-0.150	-0.090
00:00:10.574	-0.120	-0.085
00:00:10.576	-0.135	-0.080
00:00:10.578	-0.130	-0.075
00:00:10.580	-0.145	-0.075
00:00:10.582	-0.160	-0.075
00:00:10.584	-0.170	-0.070
00:00:10.586	-0.155	-0.070
00:00:10.588	-0.145	-0.070
00:00:10.590	-0.135	-0.070
00:00:10.592	-0.130	-0.075
00:00:10.594	-0.115	-0.075
00:00:10.596	-0.135	-0.080
00:00:10.598	-0.150	-0.085
00:00:10.600	-0.155	-0.085
00:00:10.602	-0.160	-0.090
00:00:10.604	-0.165	-0.095
00:00:10.606	-0.145	-0.095
00:00:10.608	-0.125	-0.095
00:00:10.610	-0.115	-0.095
00:00:10.612	-0.105	-0.090
00:00:10.614	-0.100	-0.085
00:00:10.616	-0.110	-0.085
00:00:10.618	-0.125	-0.080
00:00:10.620	-0.135	-0.080
00:00:10.622	-0.165	-0.075
00:00:10.624	-0.165	-0.075
00:00:10.626	-0.150	-0.075
00:00:10.628	-0.140	-0.080
00:00:10.630	-0.145	-0.080
00:00:10.632	-0.140	-0.080
00:00:10.634	-0.135	-0.085
00:00:10.636	-0.125	-0.085
00:00:10.638	-0.145	-0.090
00:00:10.640	-0.155	-0.090
00:00:10.642	-0.150	-0.090
00:00:10.644	-0.150	-0.090
00:00:10.646	-0.140	-0.090
00:00:10.648	-0.130	-0.085
00:00:10.650	-0.125	-0.085
00:00:10.652	-0.120	-0.080
00:00:10.654	-0.115	-0.080
00:00:10.656	-0.140	-0.075
00:00:10.658	-0.135	-0.075
00:00:10.660	-0.130	-0.075
00:00:10.662	-0.155	-0.075
00:00:10.664	-0.160	-0.075
00:00:10.666	-0.155	-0.080
00:00:10.668	-0.150	-0.080
00:00:10.670	-0.145	-0.085
00:00:10.672	-0.140	-0.090
00:00:10.674	-0.130	-0.095
00:00:10.676	-0.145	-0.095
00:00:10.678	-0.145	-0.100
00:00:10.680	-0.155	-0.100
00:00:10.682	-0.160	-0.095
00:00:10.684	-0.160	-0.095
00:00:10.686	-0.150	-0.095
00:00:10.688	-0.135	-0.090
00:00:10.690	-0.130	-0.090
00:00:10.692	-0.135	-0.095
